"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"172","•","ILESU","FIX","UZ512 (AWY-HI)","35,000 / 10,668","13.06520 / -86.56230","60  / 1621 nm","","https://flightplandatabase.com/plan/1398425"
"173","•","TALAG","FIX","UZ512 (AWY-HI)","35,000 / 10,668","14.43670 / -87.14330","89  / 1710 nm","","https://flightplandatabase.com/plan/1398425"
"174","•","KORTI","FIX","UZ512 (AWY-HI)","35,000 / 10,668","16.12750 / -87.78110","108  / 1818 nm","","https://flightplandatabase.com/plan/1398425"
"175","•","BZE","VOR","UZ512 (AWY-HI)","35,000 / 10,668","17.53960 / -88.31400","90  / 1909 nm","BELIZE","https://flightplandatabase.com/plan/1398425"
"176","•","PIKRO","FIX","UB753 (AWY-HI)","35,000 / 10,668","17.92940 / -88.46610","24  / 1934 nm","","https://flightplandatabase.com/plan/1398425"
"177","•","TUGET","FIX","UB753 (AWY-HI)","35,000 / 10,668","18.39890 / -88.64890","30  / 1964 nm","","https://flightplandatabase.com/plan/1398425"
"178","•","DUSLO","FIX","UB753 (AWY-HI)","35,000 / 10,668","20.46670 / -89.46670","132  / 2096 nm","","https://flightplandatabase.com/plan/1398425"
"179","•","MID","VOR","UB753 (AWY-HI)","35,000 / 10,668","20.93810 / -89.65620","30  / 2126 nm","MERIDA","https://flightplandatabase.com/plan/1398425"
"180","•","MESNA","FIX","UA770 (AWY-HI)","35,000 / 10,668","21.95060 / -89.70830","60  / 2187 nm","","https://flightplandatabase.com/plan/1398425"
"181","•","MEDIR","FIX","UA770 (AWY-HI)","35,000 / 10,668","22.24640 / -89.72360","17  / 2205 nm","","https://flightplandatabase.com/plan/1398425"
"182","•","BETAS","FIX","UA770 (AWY-HI)","35,000 / 10,668","22.67440 / -89.74580","25  / 2231 nm","","https://flightplandatabase.com/plan/1398425"
"183","•","TABSA","FIX","UA770 (AWY-HI)","35,000 / 10,668","23.75690 / -89.80280","65  / 2296 nm","","https://flightplandatabase.com/plan/1398425"
"184","•","KEHLI","FIX","UA770 (AWY-HI)","35,000 / 10,668","24.48610 / -89.84030","43  / 2340 nm","","https://flightplandatabase.com/plan/1398425"
"185","•","ALGAE","FIX","A770 (AWY-HI)","35,000 / 10,668","26.35440 / -89.94340","112  / 2452 nm","","https://flightplandatabase.com/plan/1398425"
"186","•","DOLPH","FIX","A770 (AWY-HI)","35,000 / 10,668","28.25250 / -90.05320","114  / 2566 nm","","https://flightplandatabase.com/plan/1398425"
"187","•","LEV","VOR","A770 (AWY-HI)","35,000 / 10,668","29.17520 / -90.10400","55  / 2622 nm","LEEVILLE","https://flightplandatabase.com/plan/1398425"
"188","•","PEPSI","FIX","V543 (AWY-LO)","35,000 / 10,668","29.34190 / -90.11590","10  / 2632 nm","","https://flightplandatabase.com/plan/1398425"
"189","•","GOING","FIX","V543 (AWY-LO)","35,000 / 10,668","29.52540 / -90.12890","11  / 2643 nm","","https://flightplandatabase.com/plan/1398425"
"190","•","SAFES","FIX","V543 (AWY-LO)","35,000 / 10,668","29.81760 / -90.14980","17  / 2660 nm","","https://flightplandatabase.com/plan/1398425"
"191","•","RQR","VOR","-","35,000 / 10,668","30.08750 / -90.58860","28  / 2688 nm","RESERVE","https://flightplandatabase.com/plan/1398425"
"192","•","VEILS","FIX","V114 (AWY-LO)","35,000 / 10,668","30.30050 / -90.77460","16  / 2704 nm","","https://flightplandatabase.com/plan/1398425"
"193","•","EYEKI","FIX","V566 (AWY-LO)","35,000 / 10,668","30.38690 / -90.85040","6  / 2711 nm","","https://flightplandatabase.com/plan/1398425"
"194","•","DILLS","FIX","V566 (AWY-LO)","35,000 / 10,668","30.50330 / -90.95270","8  / 2720 nm","","https://flightplandatabase.com/plan/1398425"
"195","•","CAZZZ","FIX","V566 (AWY-LO)","35,000 / 10,668","30.65270 / -91.08450","11  / 2731 nm","","https://flightplandatabase.com/plan/1398425"
"196","•","DOCET","FIX","V566 (AWY-LO)","35,000 / 10,668","30.76230 / -91.18160","8  / 2739 nm","","https://flightplandatabase.com/plan/1398425"
"197","•","WRACK","FIX","V566 (AWY-LO)","35,000 / 10,668","30.89110 / -91.29600","9  / 2749 nm","","https://flightplandatabase.com/plan/1398425"
"198","•","HEZ","VOR","V71 (AWY-LO)","35,000 / 10,668","31.61820 / -91.29960","43  / 2793 nm","NATCHEZ","https://flightplandatabase.com/plan/1398425"
"199","•","ZAROX","FIX","V71 (AWY-LO)","35,000 / 10,668","32.35280 / -91.90030","53  / 2846 nm","","https://flightplandatabase.com/plan/1398425"
"200","•","MLU","VOR","V71 (AWY-LO)","35,000 / 10,668","32.51690 / -92.03600","12  / 2858 nm","MONROE","https://flightplandatabase.com/plan/1398425"
"201","•","ZETEG","FIX","V71 (AWY-LO)","35,000 / 10,668","32.67310 / -92.18430","12  / 2870 nm","","https://flightplandatabase.com/plan/1398425"
"202","•","FLESH","FIX","V71 (AWY-LO)","35,000 / 10,668","32.72510 / -92.23390","4  / 2874 nm","","https://flightplandatabase.com/plan/1398425"
"203","•","ELD","VOR","V71 (AWY-LO)","35,000 / 10,668","33.25620 / -92.74390","40  / 2915 nm","EL","https://flightplandatabase.com/plan/1398425"
"204","•","DODBE","FIX","V71 (AWY-LO)","35,000 / 10,668","33.43500 / -92.79400","11  / 2926 nm","","https://flightplandatabase.com/plan/1398425"
"205","•","SPARO","FIX","V71 (AWY-LO)","35,000 / 10,668","33.91090 / -92.92830","29  / 2956 nm","","https://flightplandatabase.com/plan/1398425"
"206","•","CANEY","FIX","V71 (AWY-LO)","35,000 / 10,668","34.19300 / -93.00870","17  / 2973 nm","","https://flightplandatabase.com/plan/1398425"
"207","•","HOT","VOR","V71 (AWY-LO)","35,000 / 10,668","34.47860 / -93.09060","17  / 2991 nm","HOT","https://flightplandatabase.com/plan/1398425"
"208","•","GATZY","FIX","V71 (AWY-LO)","35,000 / 10,668","34.78120 / -93.10340","18  / 3009 nm","","https://flightplandatabase.com/plan/1398425"
"209","•","OLLAS","FIX","V71 (AWY-LO)","35,000 / 10,668","35.00050 / -93.11280","13  / 3022 nm","","https://flightplandatabase.com/plan/1398425"
"210","•","HAAWK","FIX","V71 (AWY-LO)","35,000 / 10,668","35.26740 / -93.12420","16  / 3038 nm","","https://flightplandatabase.com/plan/1398425"
"211","•","JASPE","FIX","V71 (AWY-LO)","35,000 / 10,668","36.09180 / -93.19390","49  / 3088 nm","","https://flightplandatabase.com/plan/1398425"
"212","•","HRO","VOR","V71 (AWY-LO)","35,000 / 10,668","36.31830 / -93.21330","13  / 3101 nm","HARRISON","https://flightplandatabase.com/plan/1398425"
"213","•","RASON","FIX","V71 (AWY-LO)","35,000 / 10,668","36.56530 / -93.24170","14  / 3116 nm","","https://flightplandatabase.com/plan/1398425"
"214","•","REEDS","FIX","V71 (AWY-LO)","35,000 / 10,668","36.78300 / -93.26700","13  / 3129 nm","","https://flightplandatabase.com/plan/1398425"
"215","•","ENDRS","FIX","V71 (AWY-LO)","35,000 / 10,668","36.83970 / -93.27350","3  / 3133 nm","","https://flightplandatabase.com/plan/1398425"
"216","•","SPOKE","FIX","V71 (AWY-LO)","35,000 / 10,668","36.91700 / -93.28250","4  / 3138 nm","","https://flightplandatabase.com/plan/1398425"
"217","•","SGF","VOR","V71 (AWY-LO)","35,000 / 10,668","37.35590 / -93.33400","26  / 3164 nm","SPRINGFIELD","https://flightplandatabase.com/plan/1398425"
"218","•","EUNIK","FIX","J41 (AWY-HI)","35,000 / 10,668","38.20410 / -93.94020","58  / 3223 nm","","https://flightplandatabase.com/plan/1398425"
"219","•","SCAWT","FIX","J41 (AWY-HI)","35,000 / 10,668","38.34490 / -94.04220","9  / 3232 nm","","https://flightplandatabase.com/plan/1398425"
"220","•","MCI","VOR","J41 (AWY-HI)","35,000 / 10,668","39.28530 / -94.73710","65  / 3297 nm","KANSAS","https://flightplandatabase.com/plan/1398425"
"221","•","AGENT","FIX","J41 (AWY-HI)","35,000 / 10,668","39.61080 / -94.90570","21  / 3318 nm","","https://flightplandatabase.com/plan/1398425"
"222","•","OVR","VOR","J41 (AWY-HI)","35,000 / 10,668","41.16720 / -95.73690","100  / 3419 nm","OMAHA","https://flightplandatabase.com/plan/1398425"
"223","•","ZISIX","FIX","V159 (AWY-LO)","35,000 / 10,668","41.47990 / -95.89050","20  / 3439 nm","","https://flightplandatabase.com/plan/1398425"
"224","•","HOKRU","FIX","V159 (AWY-LO)","35,000 / 10,668","41.63690 / -95.96810","10  / 3449 nm","","https://flightplandatabase.com/plan/1398425"
"225","•","CANIO","FIX","V159 (AWY-LO)","35,000 / 10,668","41.64670 / -95.97310","0  / 3450 nm","","https://flightplandatabase.com/plan/1398425"
"226","•","AANDY","FIX","V159 (AWY-LO)","35,000 / 10,668","41.81970 / -96.05910","11  / 3461 nm","","https://flightplandatabase.com/plan/1398425"
"227","•","BECOM","FIX","V159 (AWY-LO)","35,000 / 10,668","41.96350 / -96.13110","9  / 3470 nm","","https://flightplandatabase.com/plan/1398425"
"228","•","OCUVO","FIX","V159 (AWY-LO)","35,000 / 10,668","41.99790 / -96.14840","2  / 3473 nm","","https://flightplandatabase.com/plan/1398425"
"229","•","SUX","VOR","V159 (AWY-LO)","35,000 / 10,668","42.34450 / -96.32360","22  / 3495 nm","SIOUX","https://flightplandatabase.com/plan/1398425"
"230","•","ESTIS","FIX","V15 (AWY-LO)","35,000 / 10,668","42.82990 / -96.56380","31  / 3526 nm","","https://flightplandatabase.com/plan/1398425"
"231","•","JILRO","FIX","V15 (AWY-LO)","35,000 / 10,668","43.21480 / -96.66510","23  / 3549 nm","","https://flightplandatabase.com/plan/1398425"
"232","•","CANTS","FIX","V15 (AWY-LO)","35,000 / 10,668","43.29870 / -96.68780","5  / 3555 nm","","https://flightplandatabase.com/plan/1398425"
"233","•","FSD","VOR","V15 (AWY-LO)","35,000 / 10,668","43.64950 / -96.78110","21  / 3576 nm","SIOUX","https://flightplandatabase.com/plan/1398425"
"234","•","ABR","VOR","J45 (AWY-HI)","35,000 / 10,668","45.41740 / -98.36870","126  / 3702 nm","ABERDEEN","https://flightplandatabase.com/plan/1398425"
"235","•","MUNEF","FIX","V15 (AWY-LO)","35,000 / 10,668","45.68920 / -98.81800","24  / 3727 nm","","https://flightplandatabase.com/plan/1398425"
"236","•","IRIWY","FIX","V15 (AWY-LO)","35,000 / 10,668","46.05330 / -99.43130","33  / 3761 nm","","https://flightplandatabase.com/plan/1398425"
"237","•","WISEK","FIX","V15 (AWY-LO)","35,000 / 10,668","46.38040 / -99.99420","30  / 3791 nm","","https://flightplandatabase.com/plan/1398425"
"238","•","MOFIT","FIX","V15 (AWY-LO)","35,000 / 10,668","46.55040 / -100.29100","15  / 3807 nm","","https://flightplandatabase.com/plan/1398425"
"239","•","BIS","DME","V15 (AWY-LO)","35,000 / 10,668","46.76180 / -100.66500","19  / 3827 nm","BISMARCK VOR-DME","https://flightplandatabase.com/plan/1398425"
"240","•","FIKAG","FIX","V15 (AWY-LO)","35,000 / 10,668","46.92230 / -100.73000","10  / 3837 nm","","https://flightplandatabase.com/plan/1398425"
"241","•","WILTN","FIX","V15 (AWY-LO)","35,000 / 10,668","47.08280 / -100.79600","10  / 3847 nm","","https://flightplandatabase.com/plan/1398425"
"242","•","WASHR","FIX","V15 (AWY-LO)","35,000 / 10,668","47.30740 / -100.88800","14  / 3861 nm","","https://flightplandatabase.com/plan/1398425"
"243","•","TERTL","FIX","V15 (AWY-LO)","35,000 / 10,668","47.57120 / -100.99700","16  / 3878 nm","","https://flightplandatabase.com/plan/1398425"
"244","•","HIDEL","FIX","V15 (AWY-LO)","35,000 / 10,668","48.02920 / -101.18900","28  / 3906 nm","","https://flightplandatabase.com/plan/1398425"
"245","•","PABIC","FIX","V15 (AWY-LO)","35,000 / 10,668","48.05210 / -101.19800","1  / 3908 nm","","https://flightplandatabase.com/plan/1398425"
"246","•","MOT","VOR","V15 (AWY-LO)","35,000 / 10,668","48.26030 / -101.28700","13  / 3921 nm","MINOT","https://flightplandatabase.com/plan/1398425"
"247","•","VLN","VOR","J483 (AWY-HI)","35,000 / 10,668","50.66700 / -104.89000","201  / 4122 nm","LUMSDEN","https://flightplandatabase.com/plan/1398425"
"248","•","YPA","VOR","V356 (AWY-LO)","35,000 / 10,668","53.21640 / -105.66600","155  / 4278 nm","PRINCE","https://flightplandatabase.com/plan/1398425"
"249","•","YVC","VOR","V303 (AWY-LO)","35,000 / 10,668","55.15830 / -105.26700","117  / 4396 nm","LA","https://flightplandatabase.com/plan/1398425"
"250","•","YKJ","VOR","AR2 (AWY-LO)","35,000 / 10,668","57.16720 / -105.84100","122  / 4518 nm","KEY","https://flightplandatabase.com/plan/1398425"
"251","•","PY","NDB","BR19 (AWY-LO)","35,000 / 10,668","58.76160 / -111.10800","193  / 4711 nm","FORT","https://flightplandatabase.com/plan/1398425"
"252","•","YSM","VOR","V112 (AWY-LO)","35,000 / 10,668","60.02010 / -111.96900","80  / 4791 nm","FORT","https://flightplandatabase.com/plan/1398425"
"253","•","ITNOT","FIX","V21 (AWY-LO)","35,000 / 10,668","61.72200 / -113.64100","113  / 4904 nm","","https://flightplandatabase.com/plan/1398425"
"254","•","YZF","VOR","V21 (AWY-LO)","35,000 / 10,668","62.46500 / -114.43700","49  / 4954 nm","YELLOWKNIFE","https://flightplandatabase.com/plan/1398425"
"255","•","BIBOX","FIX","NCA27 (AWY-HI)","35,000 / 10,668","66.01350 / -124.00000","327  / 5282 nm","","https://flightplandatabase.com/plan/1398425"
"256","•","YEV","VOR","NCA27 (AWY-HI)","35,000 / 10,668","68.30810 / -133.54800","261  / 5543 nm","INUVIK","https://flightplandatabase.com/plan/1398425"
"257","•","ADREW","FIX","NCA23 (AWY-HI)","35,000 / 10,668","69.16970 / -141.00300","170  / 5713 nm","","https://flightplandatabase.com/plan/1398425"
"258","•","HARVZ","FIX","-","35,000 / 10,668","69.99980 / -143.00300","65  / 5778 nm","","https://flightplandatabase.com/plan/1398425"
"259","•","ROCES","FIX","-","35,000 / 10,668","70.14290 / -144.13800","24  / 5803 nm","","https://flightplandatabase.com/plan/1398425"
"260","•","SCC","VOR","Q48 (AWY-HI)","35,000 / 10,668","70.19920 / -148.41600","87  / 5890 nm","DEADHORSE","https://flightplandatabase.com/plan/1398425"
"261","•","BRW","VOR","J507 (AWY-HI)","35,000 / 10,668","71.27340 / -156.78800","177  / 6068 nm","BARROW","https://flightplandatabase.com/plan/1398425"
"262","•","7200N-16000W","LATLON","-","35,000 / 10,668","72.00000 / -160.00000","74  / 6143 nm","","https://flightplandatabase.com/plan/1398425"
"263","•","7200N-16100W","LATLON","-","35,000 / 10,668","72.00000 / -161.00000","18  / 6162 nm","","https://flightplandatabase.com/plan/1398425"
"264","•","7200N-16200W","LATLON","-","35,000 / 10,668","72.00000 / -162.00000","18  / 6180 nm","","https://flightplandatabase.com/plan/1398425"
"265","•","7200N-16300W","LATLON","-","35,000 / 10,668","72.00000 / -163.00000","18  / 6199 nm","","https://flightplandatabase.com/plan/1398425"
"266","•","7200N-16400W","LATLON","-","35,000 / 10,668","72.00000 / -164.00000","18  / 6217 nm","","https://flightplandatabase.com/plan/1398425"
"267","•","7200N-16500W","LATLON","-","35,000 / 10,668","72.00000 / -165.00000","18  / 6236 nm","","https://flightplandatabase.com/plan/1398425"
"268","•","7200N-16600W","LATLON","-","35,000 / 10,668","72.00000 / -166.00000","18  / 6254 nm","","https://flightplandatabase.com/plan/1398425"
"269","•","7200N-16700W","LATLON","-","35,000 / 10,668","72.00000 / -167.00000","18  / 6273 nm","","https://flightplandatabase.com/plan/1398425"
"270","•","7200N-16800W","LATLON","-","35,000 / 10,668","72.00000 / -168.00000","18  / 6291 nm","","https://flightplandatabase.com/plan/1398425"
"271","•","PILUN","FIX","-","35,000 / 10,668","72.00000 / -168.97300","18  / 6310 nm","","https://flightplandatabase.com/plan/1398425"
"272","•","LUTEM","FIX","B969 (AWY-HI)","35,000 / 10,668","71.89030 / 168.00400","425  / 6736 nm","","https://flightplandatabase.com/plan/1398425"
"273","•","IPTER","FIX","B969 (AWY-HI)","35,000 / 10,668","71.50000 / 163.24900","92  / 6828 nm","","https://flightplandatabase.com/plan/1398425"
"274","•","AGURI","FIX","B969 (AWY-HI)","35,000 / 10,668","71.06530 / 159.13300","83  / 6912 nm","","https://flightplandatabase.com/plan/1398425"
"275","•","PETIV","FIX","B969 (AWY-HI)","35,000 / 10,668","70.66030 / 155.94000","67  / 6979 nm","","https://flightplandatabase.com/plan/1398425"
"276","•","LUSOP","FIX","B969 (AWY-HI)","35,000 / 10,668","70.13530 / 152.28500","80  / 7059 nm","","https://flightplandatabase.com/plan/1398425"
"277","•","BELEK","FIX","B969 (AWY-HI)","35,000 / 10,668","68.28560 / 142.78700","230  / 7290 nm","","https://flightplandatabase.com/plan/1398425"
"278","•","RODOK","FIX","B969 (AWY-HI)","35,000 / 10,668","66.56220 / 137.17000","165  / 7455 nm","","https://flightplandatabase.com/plan/1398425"
"279","•","PESEK","FIX","G495 (AWY-HI)","35,000 / 10,668","65.25720 / 134.68500","99  / 7555 nm","","https://flightplandatabase.com/plan/1398425"
"280","•","RIGNA","FIX","G495 (AWY-HI)","35,000 / 10,668","63.21560 / 131.38300","149  / 7705 nm","","https://flightplandatabase.com/plan/1398425"
"281","•","UTS","VOR","G495 (AWY-HI)","35,000 / 10,668","62.09250 / 129.78500","80  / 7785 nm","YAKUTSK","https://flightplandatabase.com/plan/1398425"
"282","•","TIRSI","FIX","G495 (AWY-HI)","35,000 / 10,668","60.95890 / 128.24100","81  / 7866 nm","","https://flightplandatabase.com/plan/1398425"
"283","•","BAKOD","FIX","G495 (AWY-HI)","35,000 / 10,668","59.82560 / 126.81400","80  / 7946 nm","","https://flightplandatabase.com/plan/1398425"
"284","•","DILAG","FIX","G495 (AWY-HI)","35,000 / 10,668","59.47720 / 126.39600","24  / 7971 nm","","https://flightplandatabase.com/plan/1398425"
"285","•","ARDIB","FIX","G495 (AWY-HI)","35,000 / 10,668","58.60060 / 125.40100","60  / 8032 nm","","https://flightplandatabase.com/plan/1398425"
"286","•","DOKUR","FIX","G495 (AWY-HI)","35,000 / 10,668","58.23390 / 124.91100","26  / 8059 nm","","https://flightplandatabase.com/plan/1398425"
"287","•","LAGOR","FIX","G495 (AWY-HI)","35,000 / 10,668","57.48390 / 123.95100","54  / 8113 nm","","https://flightplandatabase.com/plan/1398425"
"288","•","BANLI","FIX","G495 (AWY-HI)","35,000 / 10,668","57.15780 / 123.54800","23  / 8137 nm","","https://flightplandatabase.com/plan/1398425"
"289","•","MAKIN","FIX","G495 (AWY-HI)","35,000 / 10,668","56.81390 / 123.13200","24  / 8162 nm","","https://flightplandatabase.com/plan/1398425"
"290","•","IDMIR","FIX","G495 (AWY-HI)","35,000 / 10,668","56.62610 / 122.90900","13  / 8175 nm","","https://flightplandatabase.com/plan/1398425"
"291","•","NUDKA","FIX","G495 (AWY-HI)","35,000 / 10,668","56.55060 / 122.82000","5  / 8180 nm","","https://flightplandatabase.com/plan/1398425"
"292","•","NISOT","FIX","G495 (AWY-HI)","35,000 / 10,668","55.71890 / 121.86800","59  / 8240 nm","","https://flightplandatabase.com/plan/1398425"
"293","•","DITSI","FIX","G495 (AWY-HI)","35,000 / 10,668","54.63030 / 120.68600","76  / 8317 nm","","https://flightplandatabase.com/plan/1398425"
"294","•","KU","NDB","G495 (AWY-HI)","35,000 / 10,668","53.72560 / 119.76600","63  / 8380 nm","MOGOCHA","https://flightplandatabase.com/plan/1398425"
"295","•","AGABI","FIX","G495 (AWY-HI)","35,000 / 10,668","51.99560 / 118.69700","110  / 8491 nm","","https://flightplandatabase.com/plan/1398425"
"296","•","GETRU","FIX","G495 (AWY-HI)","35,000 / 10,668","51.44060 / 118.37600","35  / 8526 nm","","https://flightplandatabase.com/plan/1398425"
"297","•","PENOL","FIX","G495 (AWY-HI)","35,000 / 10,668","50.16690 / 117.66700","81  / 8607 nm","","https://flightplandatabase.com/plan/1398425"
"298","•","TELOK","FIX","G495 (AWY-HI)","35,000 / 10,668","49.63330 / 117.36700","34  / 8641 nm","","https://flightplandatabase.com/plan/1398425"
"299","•","SARUL","FIX","-","35,000 / 10,668","48.51420 / 115.78700","91  / 8733 nm","","https://flightplandatabase.com/plan/1398425"
"300","•","BURIM","FIX","G338 (AWY-HI)","35,000 / 10,668","48.19390 / 114.85900","41  / 8775 nm","","https://flightplandatabase.com/plan/1398425"
"301","•","HOTOL","FIX","-","35,000 / 10,668","47.16030 / 113.72600","77  / 8852 nm","","https://flightplandatabase.com/plan/1398425"
